Event Number,City,Event Name,Latitude,Longitude,Popularity,Start Date,Start Time,Venue
171,"Arlington, TX, US","Beyoncé at AT&T Stadium (May 9, 2016)",32.747904,-97.092909,0.678904,2016-05-09,None,AT&T Stadium
172,"San Diego, CA, US","Beyoncé at Qualcomm Stadium (May 12, 2016)",32.7840213,-117.1200295,0.679276,2016-05-12,None,Qualcomm Stadium
173,"Pasadena, CA, US","Beyoncé at Rose Bowl (May 14, 2016)",34.1609679,-118.1674702,0.679513,2016-05-14,None,Rose Bowl
174,"Santa Clara, CA, US","Beyoncé at Levi's Stadium (May 16, 2016)",37.4046362,-121.9692967,0.679786,2016-05-16,None,Levi's Stadium
175,"Seattle, WA, US","Beyoncé at CenturyLink Field (May 18, 2016)",47.594181,-122.3332315,0.680167,2016-05-18,None,CenturyLink Field
176,"Minneapolis, MN, US","Beyoncé at TCF Bank Stadium (May 23, 2016)",44.977032,-93.2296439,0.680914,2016-05-23,None,TCF Bank Stadium
177,"Chicago, IL, US","Beyoncé at Soldier Field (May 27, 2016)",41.866113,-87.6172935,0.681501,2016-05-27,None,Soldier Field
178,"Chicago, IL, US","Beyoncé at Soldier Field (May 28, 2016)",41.866113,-87.6172935,0.68163,2016-05-28,None,Soldier Field
179,"Detroit, MI, US","Beyoncé at Ford Field (May 29, 2016)",42.3384845,-83.0459343,0.681749,2016-05-29,None,Ford Field
180,"Pittsburgh, PA, US","Beyoncé at Heinz Field (May 31, 2016)",40.446093,-80.015942,0.682015,2016-05-31,None,Heinz Field
181,"Foxborough, MA, US","Beyoncé at Gillette Stadium (June 3, 2016)",42.091188,-71.266889,0.700511,2016-06-03,None,Gillette Stadium
182,"Philadelphia, PA, US","Beyoncé at Lincoln Financial Field (June 5, 2016)",39.9007654,-75.1675344,0.682656,2016-06-05,None,Lincoln Financial Field
183,"Flushing, NY, US","Beyoncé at Citi Field (June 7, 2016)",40.7553744,-73.8432198,0.682998,2016-06-07,None,Citi Field
184,"Flushing, NY, US","Beyoncé at Citi Field (June 8, 2016)",40.7553744,-73.8432198,0.683123,2016-06-08,None,Citi Field
185,"Baltimore, MD, US","Beyoncé at M&T Bank Stadium (June 10, 2016)",39.279287,-76.622096,0.683387,2016-06-10,None,M&T Bank Stadium
186,"Hershey, PA, US","Beyoncé at Hersheypark Stadium (June 12, 2016)",40.2926999,-76.6541182,0.683621,2016-06-12,None,Hersheypark Stadium
187,"Detroit, MI, US","Beyoncé at Ford Field (June 14, 2016)",42.3384845,-83.0459343,0.683947,2016-06-14,None,Ford Field
188,"Los Angeles, CA, US","Beyoncé, Young Thug, Fat Joe, Chloe and Halle, and 22 more… at Microsoft Theater (June 26, 2016)",34.04429,-118.2656,0.720208,2016-06-26,None,Microsoft Theater
189,"East Rutherford, NJ, US","Beyoncé at MetLife Stadium (September 7, 2016)",40.8142092,-74.0736902,0.693741,2016-09-07,None,MetLife Stadium
190,"Los Angeles, CA, US","Beyoncé at Dodger Stadium (September 14, 2016)",34.0732204,-118.2409737,0.694408,2016-09-14,None,Dodger Stadium
191,"Santa Clara, CA, US","Beyoncé at Levi's Stadium (September 17, 2016)",37.4046362,-121.9692967,0.694649,2016-09-17,None,Levi's Stadium
192,"Houston, TX, US","Beyoncé at NRG Stadium (September 22, 2016)",29.68593,-95.40334,0.695407,2016-09-22,None,NRG Stadium
193,"New Orleans, LA, US","Beyoncé at Mercedes-Benz Superdome (September 24, 2016)",29.9516701,-90.0784038,0.699676,2016-09-24,None,Mercedes-Benz Superdome
194,"Atlanta, GA, US","Beyoncé at Georgia Dome (September 26, 2016)",33.7561605,-84.3996192,0.699858,2016-09-26,None,Georgia Dome
195,"Philadelphia, PA, US","Beyoncé at Lincoln Financial Field (September 29, 2016)",39.9007654,-75.1675344,0.700148,2016-09-29,None,Lincoln Financial Field
196,"Nashville, TN, US","Beyoncé at Nissan Stadium (October 2, 2016)",36.1661644,-86.7717047,0.700427,2016-10-02,None,Nissan Stadium
197,"Indio, CA, US",Coachella 2018,33.68233,-116.23892,0.895067,2018-04-13,None,Empire Polo Club
198,"Indio, CA, US",Coachella 2018,33.68233,-116.23892,0.895067,2018-04-20,None,Empire Polo Club
199,"Cleveland, OH, US","Beyoncé and Jay-Z at Firstenergy Stadium (July 25, 2018)",41.50522,-81.6985,0.719177,2018-07-25,None,Firstenergy Stadium
200,"Landover, MD, US","Beyoncé and Jay-Z at FedEx Field (July 27, 2018)",38.90699,-76.86545,0.719347,2018-07-27,None,FedEx Field
201,"Landover, MD, US","Beyoncé and Jay-Z at FedEx Field (July 28, 2018)",38.90699,-76.86545,0.719451,2018-07-28,None,FedEx Field
202,"Philadelphia, PA, US","Beyoncé and Jay-Z at Lincoln Financial Field (July 30, 2018)",39.90077,-75.16753,0.719597,2018-07-30,None,Lincoln Financial Field
203,"East Rutherford, NJ, US","Beyoncé and Jay-Z at MetLife Stadium (August 2, 2018)",40.81421,-74.07369,0.719839,2018-08-02,None,MetLife Stadium
204,"East Rutherford, NJ, US","Beyoncé and Jay-Z at MetLife Stadium (August 3, 2018)",40.81421,-74.07369,0.71991,2018-08-03,None,MetLife Stadium
205,"Foxborough, MA, US","Beyoncé and Jay-Z at Gillette Stadium (August 5, 2018)",42.09119,-71.26689,0.720049,2018-08-05,19:30:00,Gillette Stadium
206,"Minneapolis, MN, US","Beyoncé and Jay-Z at U.S. Bank Stadium (August 8, 2018)",44.9714,-93.2545,0.720312,2018-08-08,19:30:00,U.S. Bank Stadium
207,"Chicago, IL, US","Beyoncé and Jay-Z at Soldier Field (August 10, 2018)",41.86611,-87.61729,0.720474,2018-08-10,19:30:00,Soldier Field
208,"Chicago, IL, US","Beyoncé and Jay-Z at Soldier Field (August 11, 2018)",41.86611,-87.61729,0.720537,2018-08-11,19:30:00,Soldier Field
209,"Detroit, MI, US","Beyoncé and Jay-Z at Ford Field (August 13, 2018)",42.33848,-83.04593,0.720679,2018-08-13,19:30:00,Ford Field
210,"Columbus, OH, US","Beyoncé and Jay-Z at Ohio Stadium (August 16, 2018)",40.00368,-83.01938,0.721009,2018-08-16,19:30:00,Ohio Stadium
211,"Orchard Park, NY, US","Beyoncé and Jay-Z at New Era Field (August 18, 2018)",42.77327,-78.78586,0.721187,2018-08-18,19:30:00,New Era Field
212,"Columbia, SC, US","Beyoncé and Jay-Z at Williams-Brice Stadium (August 21, 2018)",33.9736,-81.02091,0.721431,2018-08-21,19:30:00,Williams-Brice Stadium
213,"Nashville, TN, US","Beyoncé and Jay-Z at Vanderbilt Stadium (August 23, 2018)",36.14876,-86.803,0.721573,2018-08-23,None,Vanderbilt Stadium
214,"Atlanta, GA, US","Beyoncé and Jay-Z at Mercedes-benz Stadium (August 25, 2018)",33.75769,-84.40083,0.721726,2018-08-25,19:30:00,Mercedes-benz Stadium
215,"Atlanta, GA, US","Beyoncé and Jay-Z at Mercedes-benz Stadium (August 26, 2018)",33.75769,-84.40083,0.72181,2018-08-26,19:30:00,Mercedes-benz Stadium
216,"Orlando, FL, US","Jay-Z and Beyoncé at Camping World Stadium (August 29, 2018)",28.5389,-81.40334,0.722082,2018-08-29,19:30:00,Camping World Stadium
217,"Miami, FL, US","Beyoncé and Jay-Z at Hard Rock Stadium (August 31, 2018)",25.68701,-80.35159,0.722258,2018-08-31,19:30:00,Hard Rock Stadium
