Event Number,City,Event Name,Latitude,Longitude,Popularity,Start Date,Start Time,Venue
12,"Oakland, CA, US","Russ at Grand Live at Venue Oakland (June 23, 2016)",37.8043209,-122.270288,0.002589,2016-06-23,20:30:00,Grand Live at Venue Oakland
13,"Chicago, IL, US","Russ at Promontory (July 21, 2016)",41.7993889,-87.587182,0.003435,2016-07-21,20:00:00,Promontory
14,"Detroit, MI, US","Russ at The Shelter (July 22, 2016)",42.3322098,-83.0414354,0.003465,2016-07-22,19:00:00,The Shelter
15,"Cleveland, OH, US","Russ at House of Blues (July 23, 2016)",41.4998193,-81.6908598,0.003495,2016-07-23,20:00:00,House of Blues
16,"New York, NY, US","Russ at Webster Hall (July 27, 2016)",40.7315472,-73.9891987,0.003622,2016-07-27,19:00:00,Webster Hall
17,"Philadelphia, PA, US","Russ at The Foundry Philadelphia (July 30, 2016)",39.9647703,-75.1344573,0.003717,2016-07-30,22:00:00,The Foundry Philadelphia
18,"Washington, DC, US","Russ at U Street Music Hall (July 31, 2016)",38.917202,-77.027764,0.003747,2016-07-31,19:00:00,U Street Music Hall
19,"Atlanta, GA, US","Russ at Hell at The Masquerade (August 2, 2016)",33.7510307,-84.3902825,0.048547,2016-08-02,19:00:00,Hell at The Masquerade
20,"Nashville, TN, US","Russ at Exit/In (August 3, 2016)",36.1513349,-86.8042602,0.003842,2016-08-03,21:00:00,Exit/In
21,"San Antonio, TX, US","Russ at Aztec Theatre (August 5, 2016)",29.4247203,-98.4914919,0.003917,2016-08-05,20:00:00,Aztec Theatre
22,"Houston, TX, US","Russ at House of Blues (August 6, 2016)",29.7536888,-95.3636718,0.00395,2016-08-06,18:00:00,House of Blues
23,"Dallas, TX, US","Russ at Cambridge Room, House of Blues (August 7, 2016)",32.785326,-96.808089,0.003981,2016-08-07,19:00:00,"Cambridge Room, House of Blues"
24,"Mesa, AZ, US","Russ at Club Red (August 10, 2016)",33.4234826,-111.8590237,0.021626,2016-08-10,19:00:00,Club Red
25,"Los Angeles, CA, US","Russ at El Rey Theatre (August 11, 2016)",34.062397,-118.3487992,0.00413,2016-08-11,20:00:00,El Rey Theatre
26,"Silverado, CA, US",Day n Night Festival 2016,33.767456,-117.7160105,0.348908,2016-08-13,None,Oak Canyon Ranch
27,"San Francisco, CA, US","Russ at Social Hall SF (August 14, 2016)",37.7876581,-122.421244,0.004227,2016-08-14,19:00:00,Social Hall SF
28,"Seattle, WA, US","Russ at Showbox SoDo (October 15, 2016)",47.5879142,-122.3340054,0.006816,2016-10-15,20:00:00,Showbox SoDo
29,"Sacramento, CA, US","Russ at Harlow's (October 18, 2016)",38.5739832,-121.4701755,0.006996,2016-10-18,19:30:00,Harlow's
30,"Las Vegas, NV, US","Russ at Brooklyn Bowl Las Vegas (October 19, 2016)",36.1176611,-115.1727833,0.007056,2016-10-19,20:00:00,Brooklyn Bowl Las Vegas
31,"San Diego, CA, US","Russ at House of Blues (October 20, 2016)",32.716254,-117.160118,0.007113,2016-10-20,19:00:00,House of Blues
32,"Los Angeles, CA, US","Russ at The Novo by Microsoft (October 22, 2016)",34.0449376,-118.2654979,0.015121,2016-10-22,23:30:00,The Novo by Microsoft
33,"Tempe, AZ, US","Russ at Marquee Theatre (October 23, 2016)",33.4368906,-111.94373,0.007275,2016-10-23,19:00:00,Marquee Theatre
34,"El Paso, TX, US","Russ at Tricky Falls (October 25, 2016)",31.7571098,-106.4887599,0.007404,2016-10-25,19:00:00,Tricky Falls
35,"Englewood, CO, US","Russ at Gothic Theatre (October 27, 2016)",39.657633,-104.988015,0.022515,2016-10-27,20:00:00,Gothic Theatre
36,"Milwaukee, WI, US","Russ at The Rave/Eagles Club (October 29, 2016)",43.0381725,-87.9432826,0.007626,2016-10-29,None,The Rave/Eagles Club
37,"Chicago, IL, US","Russ at Bottom Lounge (October 30, 2016)",41.8853345,-87.6617969,0.007667,2016-10-30,19:30:00,Bottom Lounge
38,"Minneapolis, MN, US","Russ at Fine Line Music Cafe (October 31, 2016)",44.9813888,-93.2724926,0.00772,2016-10-31,19:00:00,Fine Line Music Cafe
39,"Cleveland, OH, US","Russ at House of Blues (November 2, 2016)",41.4998193,-81.6908598,0.007852,2016-11-02,19:00:00,House of Blues
40,"Louisville, KY, US","Russ at Mercury Ballroom (November 3, 2016)",38.2485116,-85.7579382,0.007917,2016-11-03,20:00:00,Mercury Ballroom
41,"Cincinnati, OH, US","Russ at Bogart's Cincinnati (November 4, 2016)",39.1299111,-84.5095387,0.015771,2016-11-04,19:00:00,Bogart's Cincinnati
42,"Detroit, MI, US","Russ at St. Andrew's Hall (November 5, 2016)",42.3322098,-83.0414354,0.008033,2016-11-05,21:00:00,St. Andrew's Hall
43,"New York, NY, US","Russ at Webster Hall (November 9, 2016)",40.7315472,-73.9891987,0.008265,2016-11-09,19:00:00,Webster Hall
44,"Worcester, MA, US","Russ at Palladium (November 11, 2016)",42.2667443,-71.8008124,0.008367,2016-11-11,19:00:00,Palladium
45,"Silver Spring, MD, US","Russ and Mathias at The Fillmore Silver Spring (November 13, 2016)",38.997482,-77.027928,0.026674,2016-11-13,20:00:00,The Fillmore Silver Spring
46,"Philadelphia, PA, US","Russ and Dirty South Joe at Theater of the Living Arts (November 14, 2016)",39.941305,-75.148678,0.008524,2016-11-14,20:00:00,Theater of the Living Arts
47,"Greensboro, NC, US","Russ at Cone Denim Entertainment Center (November 15, 2016)",36.071838,-79.789924,0.008596,2016-11-15,20:00:00,Cone Denim Entertainment Center
48,"Charlotte, NC, US","Russ at The Underground (November 16, 2016)",35.2402992,-80.8453145,0.025216,2016-11-16,20:00:00,The Underground
49,"Houston, TX, US","Russ at The Ballroom at Warehouse Live (November 18, 2016)",29.7521221,-95.3546736,0.008784,2016-11-18,20:00:00,The Ballroom at Warehouse Live
50,"Austin, TX, US","Russ at Emo's Austin (November 19, 2016)",30.2403964,-97.7282016,0.008832,2016-11-19,20:00:00,Emo's Austin
51,"Dallas, TX, US","Russ at South Side Music Hall (November 20, 2016)",32.768777,-96.797987,0.008881,2016-11-20,20:00:00,South Side Music Hall
52,"Atlanta, GA, US","Russ at Center Stage Theater (November 22, 2016)",33.7920851,-84.3880007,0.008991,2016-11-22,20:00:00,Center Stage Theater
53,"Orlando, FL, US","Russ at The Plaza Live (November 23, 2016)",28.548669,-81.351226,0.022625,2016-11-23,21:00:00,The Plaza Live
54,"Fort Lauderdale, FL, US","Russ at Culture Room (November 25, 2016)",26.1660604,-80.1176033,0.009144,2016-11-25,19:30:00,Culture Room
55,"Spokane, WA, US","Russ at Knitting Factory Concert House (December 14, 2016)",47.6569974,-117.4260252,0.01024,2016-12-14,21:00:00,Knitting Factory Concert House
56,"Tacoma, WA, US","Jeremih, DJ Drama, Nate Jackson, William Singe, and 6 more… at Tacoma Dome (December 17, 2016)",47.23634,-122.426834,0.236356,2016-12-17,17:00:00,Tacoma Dome
57,"Honolulu, HI, US","Russ at The Republik (December 29, 2016)",21.2941297,-157.8448445,0.011022,2016-12-29,20:00:00,The Republik
58,"Honolulu, HI, US","Russ at The Republik (December 30, 2016)",21.2941297,-157.8448445,0.011076,2016-12-30,20:00:00,The Republik
59,"Santa Cruz, CA, US","The Knocks and Russ at The Catalyst (February 13, 2017)",36.9713724,-122.0255391,0.030683,2017-02-13,21:00:00,The Catalyst
60,"Oakland, CA, US","Russ at Fox Theater (February 16, 2017)",37.8078474,-122.2699981,0.015033,2017-02-16,20:00:00,Fox Theater
61,"Los Angeles, CA, US",Air + Style 2017,34.0126,-118.28456,0.346182,2017-02-18,None,Exposition Park
62,"Salt Lake City, UT, US","Russ at Rockwell @ the Complex (February 21, 2017)",40.767716,-111.906908,0.015471,2017-02-21,20:00:00,Rockwell @ the Complex
63,"Salt Lake City, UT, US","Russ at Rockwell @ the Complex (February 22, 2017)",40.767716,-111.906908,0.015638,2017-02-22,20:00:00,Rockwell @ the Complex
64,"Kennewick, WA, US","Lil Wayne and Russ at Toyota Center (February 23, 2017)",46.2170507,-119.2173561,0.613843,2017-02-23,20:00:00,Toyota Center
65,"Corpus Christi, TX, US","Russ at Old Concrete Street Pavilion & Amphitheater (March 12, 2017)",27.8021385,-97.3975703,0.017227,2017-03-12,19:30:00,Old Concrete Street Pavilion & Amphitheater
66,"Dallas, TX, US","Russ with Rob $tone at Gas Monkey Live (March 16, 2017)",32.8583293,-96.8939222,0.036451,2017-03-16,None,Gas Monkey Live
67,"Austin, TX, US",EUPHORIA 2017,30.22843,-97.66108,0.558067,2017-04-06,None,Carson Creek Ranch
68,"New Orleans, LA, US","Russ at The Howlin' Wolf (May 17, 2017)",29.942722,-90.066064,0.022625,2017-05-17,22:00:00,The Howlin' Wolf
69,"Orlando, FL, US","Russ at Venue 578 (May 20, 2017)",28.550581,-81.3792815,0.022872,2017-05-20,20:00:00,Venue 578
70,"Miami Beach, FL, US","Russ at Fillmore Miami Beach at the Jackie Gleason Theater (May 21, 2017)",25.792917,-80.13314,0.073842,2017-05-21,21:00:00,Fillmore Miami Beach at the Jackie Gleason Theater
71,"Norfolk, VA, US","Russ at The NorVa (May 23, 2017)",36.850247,-76.289459,0.023156,2017-05-23,19:00:00,The NorVa
72,"Silver Spring, MD, US","Russ at The Fillmore Silver Spring (May 24, 2017)",38.997482,-77.027928,0.026674,2017-05-24,21:00:00,The Fillmore Silver Spring
73,"Boston, MA, US",Boston Calling 2017,42.36008,-71.05888,0.550428,2017-05-26,None,Unknown venue
74,"Wallingford, CT, US","Russ at The Dome at Toyota Presents Oakdale Theatre (May 26, 2017)",41.4486599,-72.846188,0.023417,2017-05-26,20:00:00,The Dome at Toyota Presents Oakdale Theatre
75,"Portland, ME, US","Russ at Aura (May 28, 2017)",43.6565514,-70.258943,0.023566,2017-05-28,21:00:00,Aura
76,"Philadelphia, PA, US","Russ at Union Transfer (May 30, 2017)",39.9616234,-75.155307,0.023741,2017-05-30,21:00:00,Union Transfer
77,"New York, NY, US","Russ at Terminal 5 (May 31, 2017)",40.7706615,-73.9942689,0.023872,2017-05-31,20:00:00,Terminal 5
78,"Baltimore, MD, US","Russ at Baltimore Soundstage (June 3, 2017)",39.2876066,-76.6068397,0.024206,2017-06-03,21:00:00,Baltimore Soundstage
79,"Raleigh, NC, US","Russ at The Ritz (June 4, 2017)",35.8168435,-78.6207135,0.024299,2017-06-04,21:00:00,The Ritz
80,"Atlanta, GA, US","Russ at The Tabernacle (June 6, 2017)",33.7586987,-84.3914615,0.024513,2017-06-06,20:00:00,The Tabernacle
81,"Manchester, TN, US",Bonnaroo Music & Arts Festival 2017,35.48174,-86.0886,0.874183,2017-06-08,None,Bonnaroo Music & Arts Festival
82,"Cincinnati, OH, US","Russ at Bogart's Cincinnati (June 10, 2017)",39.1299111,-84.5095387,0.024906,2017-06-10,19:00:00,Bogart's Cincinnati
83,"Pittsburgh, PA, US","Russ at Stage AE (June 11, 2017)",40.4459022,-80.0115139,0.024993,2017-06-11,18:00:00,Stage AE
84,"Detroit, MI, US","Russ at The Fillmore Detroit (June 13, 2017)",42.3377981,-83.0515231,0.025216,2017-06-13,20:00:00,The Fillmore Detroit
85,"Columbus, OH, US","Russ at EXPRESS LIVE! (June 14, 2017)",39.9696888,-83.009785,0.025356,2017-06-14,19:00:00,EXPRESS LIVE!
86,"Mansfield, MA, US","Summer Jam, Chris Brown, Lil Wayne, Russ, and 2 more… at Xfinity Center (June 16, 2017)",41.9944318,-71.2106493,0.621231,2017-06-16,18:00:00,Xfinity Center
87,"St Louis, MO, US","Russ at The Pageant (June 19, 2017)",38.6555712,-90.2978676,0.025854,2017-06-19,21:00:00,The Pageant
88,"Memphis, TN, US","Russ at New Daisy Theatre (June 20, 2017)",35.1393522,-90.0499833,0.025955,2017-06-20,21:00:00,New Daisy Theatre
89,"Dallas, TX, US","Russ at South Side Ballroom at Gilley's (June 22, 2017)",32.768777,-96.797987,0.026142,2017-06-22,21:00:00,South Side Ballroom at Gilley's
90,"Houston, TX, US","Russ at Revention Music Center (June 23, 2017)",29.7624411,-95.3671824,0.026241,2017-06-23,21:00:00,Revention Music Center
91,"Denver, CO, US","Russ at The Fillmore Auditorium (June 26, 2017)",39.7403904,-104.977259,0.026572,2017-06-26,19:00:00,The Fillmore Auditorium
92,"Magna, UT, US","Russ at The Great Saltair (June 27, 2017)",40.7472105,-112.1881973,0.026674,2017-06-27,19:00:00,The Great Saltair
93,"Chandler, AZ, US","Russ at Rawhide Western Town & Steakhouse (June 29, 2017)",33.2721945,-111.978563,0.026903,2017-06-29,19:00:00,Rawhide Western Town & Steakhouse
94,"Chandler, AZ, US","Russ at Rawhide Western Town & Steakhouse (June 29, 2017)",33.2721945,-111.978563,0.026903,2017-06-29,21:00:00,Rawhide Western Town & Steakhouse
95,"Los Angeles, CA, US","Russ at Shrine Expo Hall (June 30, 2017)",34.0242739,-118.2806695,0.027014,2017-06-30,20:00:00,Shrine Expo Hall
96,"Redmond, WA, US","Russ at Grand Chapiteau at Marymoor Park (July 9, 2017)",47.6701193,-122.118237,0.052988,2017-07-09,18:30:00,Grand Chapiteau at Marymoor Park
97,"Los Angeles, CA, US","Russ at Shrine Expo Hall (July 12, 2017)",34.0242739,-118.2806695,0.028092,2017-07-12,20:00:00,Shrine Expo Hall
98,"Chicago, IL, US",Lollapalooza 2017,41.88279,-87.61892,0.614907,2017-08-03,11:00:00,Grant Park
99,"Oakland, CA, US","Meek Mill, Yo Gotti, Omarion, Post Malone, and 7 more… at Oracle Arena (August 6, 2017)",37.75155,-122.20157,0.224573,2017-08-06,19:30:00,Oracle Arena
100,"Anaheim, CA, US",Day n Night Festival 2017,33.80003,-117.883043,0.569913,2017-09-08,12:00:00,Angel Stadium of Anaheim
101,"Las Vegas, NV, US",Life is Beautiful Festival 2017,36.16994,-115.13983,0.557685,2017-09-22,15:00:00,Unknown venue
102,"Austin, TX, US",Austin City Limits Music Festival 2017,30.2679,-97.77218,0.704182,2017-10-06,None,Zilker Park
103,"Austin, TX, US","Angel Olsen, The Head and the Heart, Chance the Rapper, The Killers, and 22 more… at Zilker Park (October 6, 2017)",30.2679,-97.77218,0.614895,2017-10-06,12:00:00,Zilker Park
104,"Austin, TX, US",Austin City Limits Music Festival 2017,30.28916,-97.74072,0.704182,2017-10-13,None,Austin City Limits
105,"Morrison, CO, US","Russ with PnB Rock at Red Rocks Amphitheatre (October 28, 2017)",39.6800052,-105.1972399,0.075571,2017-10-28,20:00:00,Red Rocks Amphitheatre
106,"Honolulu, HI, US","Russ at Neal S. Blaisdell Center (December 29, 2017)",21.2990819,-157.8516131,0.04948,2017-12-29,20:00:00,Neal S. Blaisdell Center
107,"Chandler, AZ, US",Pot of Gold Music Festival 2018,33.27232,-111.9749,0.11504,2018-03-16,None,Rawhide Event Center
108,"Chandler, AZ, US","Russ at Rawhide Western Town & Steakhouse (March 16, 2018)",33.2721945,-111.978563,0.062823,2018-03-16,13:15:00,Rawhide Western Town & Steakhouse
109,"Indio, CA, US",Coachella 2018,33.68233,-116.23892,0.895067,2018-04-13,None,Empire Polo Club
110,"Indio, CA, US",Coachella 2018,33.68233,-116.23892,0.895067,2018-04-20,None,Empire Polo Club
111,"St. Paul, MN, US",Soundset 2018,44.97822,-93.17462,0.206959,2018-05-27,None,Minnesota State Fairgrounds
112,"New York, NY, US",The Governors Ball Music Festival 2018,40.78377,-73.92567,0.894831,2018-06-01,11:45:00,Randall's Island
113,"Boston, MA, US","Russ at Blue Hills Bank Pavilion (June 1, 2018)",42.3486041,-71.0360352,0.07296,2018-06-01,20:00:00,Blue Hills Bank Pavilion
114,"Rochester Hills, MI, US","Russ at Meadow Brook Amphitheatre (June 5, 2018)",42.6762827,-83.2029949,0.073392,2018-06-05,19:30:00,Meadow Brook Amphitheatre
115,"Clive, IA, US","Russ at 7 Flags Event Center (June 7, 2018)",41.6123909,-93.7585869,0.073718,2018-06-07,20:00:00,7 Flags Event Center
116,"Park City, KS, US","Russ at Hartman Arena (June 9, 2018)",37.8308947,-97.3310534,0.073946,2018-06-09,20:00:00,Hartman Arena
117,"Oklahoma City, OK, US","Russ at The Zoo Amphitheatre (June 12, 2018)",35.5222455,-97.4764193,0.074316,2018-06-12,20:00:00,The Zoo Amphitheatre
118,"Amarillo, TX, US","Russ at Amarillo Civic Center (June 13, 2018)",35.2090406,-101.8316045,0.074449,2018-06-13,20:00:00,Amarillo Civic Center
119,"El Paso, TX, US","Russ at El Paso County Coliseum (June 14, 2018)",31.765633,-106.4423879,0.074591,2018-06-14,20:00:00,El Paso County Coliseum
120,"Independence, MO, US","Russ at Silverstein Eye Centers Arena (June 16, 2018)",39.0398556,-94.3577877,0.074846,2018-06-16,20:00:00,Silverstein Eye Centers Arena
121,"Indianapolis, IN, US","Russ at The Farm Bureau Insurance Lawn at White River State Park (June 18, 2018)",39.7665562,-86.1708033,0.07508,2018-06-18,20:00:00,The Farm Bureau Insurance Lawn at White River State Park
122,"Charlotte, NC, US","Russ at Charlotte Metro Credit Union Amphitheatre (June 20, 2018)",35.2393768,-80.8456537,0.07542,2018-06-20,20:00:00,Charlotte Metro Credit Union Amphitheatre
123,"Chicago, IL, US",Mamby On The Beach 2018,41.82305,-87.59946,0.180984,2018-06-23,None,Oakwood Beach
124,"Chicago, IL, US","Russ at Prysm Nightclub (June 24, 2018)",41.9094138,-87.6524483,0.075885,2018-06-24,22:00:00,Prysm Nightclub
