Event Number,City,Event Name,Latitude,Longitude,Popularity,Start Date,Start Time,Venue
168,"Lexington, KY, US","John Mayer at Rupp Arena (February 24, 2007)",38.0491448,-84.5010157,0.438232,2007-02-24,None,Rupp Arena
169,"Amherst, MA, US","John Mayer at Mullins Center, U Mass (February 26, 2007)",42.3911245,-72.5331953,0.438232,2007-02-26,None,"Mullins Center, U Mass"
170,"Syracuse, NY, US","John Mayer at Oncenter Complex (February 27, 2007)",43.043527,-76.148209,0.431415,2007-02-27,None,Oncenter Complex
171,"New York, NY, US","John Mayer with Mat Kearney at Madison Square Garden (February 28, 2007)",40.7497096,-73.991556,0.402105,2007-02-28,None,Madison Square Garden
172,"Buffalo, NY, US","John Mayer with Kathleen Edwards at KeyBank Center (April 21, 2007)",42.8749473,-78.8762459,0.425479,2007-04-21,None,KeyBank Center
173,"New Orleans, LA, US",New Orleans Jazz & Heritage Festival 2007,29.9510658,-90.0715323,0.403492,2007-04-27,None,Unknown venue
174,"Ridgefield, WA, US","John Mayer and The Suburbs at Sunlight Supply Amphitheater (June 1, 2007)",45.746432,-122.666113,0.428744,2007-06-01,None,Sunlight Supply Amphitheater
175,"George, WA, US","John Mayer and The Suburbs at Gorge Amphitheatre (June 2, 2007)",47.0959471,-119.9826336,0.438232,2007-06-02,None,Gorge Amphitheatre
176,"Nampa, ID, US","John Mayer at Ford Idaho Center (June 3, 2007)",43.608344,-116.509458,0.438232,2007-06-03,None,Ford Idaho Center
177,"San Jose, CA, US","John Mayer and The Suburbs with Ben Folds at SAP Center at San Jose (June 5, 2007)",37.3325116,-121.9011855,0.4343,2007-06-05,None,SAP Center at San Jose
178,"Fresno, CA, US","John Mayer and The Suburbs at Save Mart Center (June 6, 2007)",36.8086546,-119.7394542,0.432166,2007-06-06,None,Save Mart Center
179,"Las Vegas, NV, US","John Mayer and The Suburbs at Mandalay Bay Resort & Casino (June 8, 2007)",36.0919655,-115.1730561,0.438232,2007-06-08,None,Mandalay Bay Resort & Casino
180,"Los Angeles, CA, US","John Mayer and The Suburbs with Ben Folds and Rocco DeLuca at Hollywood Bowl (June 9, 2007)",34.113088,-118.339373,0.438232,2007-06-09,None,Hollywood Bowl
181,"Los Angeles, CA, US","John Mayer at Hollywood Bowl (June 10, 2007)",34.113088,-118.339373,0.438232,2007-06-10,None,Hollywood Bowl
182,"Chula Vista, CA, US","John Mayer and The Suburbs with Rocco DeLuca and Ben Folds at Mattress Firm Amphitheatre (June 12, 2007)",32.5882959,-117.0060564,0.411681,2007-06-12,None,Mattress Firm Amphitheatre
183,"Glendale, AZ, US","John Mayer and The Suburbs at Gila River Arena (June 13, 2007)",33.5314673,-112.2609115,0.438232,2007-06-13,None,Gila River Arena
184,"Morrison, CO, US","John Mayer and The Suburbs at Red Rocks Amphitheatre (June 15, 2007)",39.6800052,-105.1972399,0.438232,2007-06-15,None,Red Rocks Amphitheatre
185,"Morrison, CO, US","John Mayer and The Suburbs with Ben Folds at Red Rocks Amphitheatre (June 16, 2007)",39.6800052,-105.1972399,0.438232,2007-06-16,None,Red Rocks Amphitheatre
186,"Des Moines, IA, US","John Mayer at Wells Fargo Arena (June 18, 2007)",41.592634,-93.620982,0.438232,2007-06-18,None,Wells Fargo Arena
187,"Bonner Springs, KS, US","John Mayer with Ben Folds and Brett Dennen at Providence Medical Center Amphitheater (June 19, 2007)",39.112703,-94.876846,0.402453,2007-06-19,None,Providence Medical Center Amphitheater
188,"Maryland Heights, MO, US","John Mayer and The Suburbs at Verizon Wireless (June 20, 2007)",38.7456419,-90.469956,0.438232,2007-06-20,None,Verizon Wireless
189,"Dallas, TX, US","John Mayer with Ben Folds and Brett Dennen at Gexa Energy Pavilion (June 22, 2007)",32.7740979,-96.7568521,0.438232,2007-06-22,None,Gexa Energy Pavilion
190,"The Woodlands, TX, US","John Mayer and The Suburbs with Ben Folds and Brett Dennen at Cynthia Woods Mitchell Pavilion (June 23, 2007)",30.161593,-95.464029,0.438232,2007-06-23,None,Cynthia Woods Mitchell Pavilion
191,"San Antonio, TX, US","John Mayer and The Suburbs with Ben Folds at AT&T Center (June 24, 2007)",29.4270165,-98.4373167,0.438232,2007-06-24,None,AT&T Center
192,"Cincinnati, OH, US","John Mayer with Ben Folds and Brett Dennen at US Bank Arena (June 26, 2007)",39.097929,-84.504088,0.438232,2007-06-26,None,US Bank Arena
193,"Chicago, IL, US","John Mayer and The Suburbs at Huntington Bank Pavilion at Northerly Island (June 28, 2007)",41.8643989,-87.6091035,0.414393,2007-06-28,None,Huntington Bank Pavilion at Northerly Island
194,"Chicago, IL, US","John Mayer and The Suburbs with Ben Folds at Huntington Bank Pavilion at Northerly Island (June 29, 2007)",41.8643989,-87.6091035,0.414393,2007-06-29,None,Huntington Bank Pavilion at Northerly Island
195,"Noblesville, IN, US","John Mayer with Ben Folds and Brett Dennen at Verizon Wireless Music Center (June 30, 2007)",40.0049812,-85.9309888,0.438232,2007-06-30,None,Verizon Wireless Music Center
196,"Cuyahoga Falls, OH, US","John Mayer and The Suburbs at Blossom Music Center (July 1, 2007)",41.1913469,-81.5607834,0.438232,2007-07-01,None,Blossom Music Center
197,"Milwaukee, WI, US","John Mayer with Ben Folds and Brett Dennen at American Family Insurance Amphitheater (July 3, 2007)",43.0344936,-87.8993557,0.410722,2007-07-03,None,American Family Insurance Amphitheater
198,"Chicago, IL, US","John Mayer with Robert Randolph & The Family Band and Rodrigo y Gabriela at Petrillo Music Shell, Grant Park (July 4, 2007)",41.8783859,-87.6206769,0.438232,2007-07-04,None,"Petrillo Music Shell, Grant Park"
199,"Chicago, IL, US",Taste of Chicago 2007,41.8783859,-87.6206769,0.438232,2007-07-04,None,"Petrillo Music Shell, Grant Park"
200,"Auburn Hills, MI, US","John Mayer and The Suburbs with Ben Folds at The Palace of Auburn Hills (July 5, 2007)",42.696511,-83.2437214,0.438232,2007-07-05,None,The Palace of Auburn Hills
201,"East Rutherford, NJ, US","The Police with Fall Out Boy, John Mayer, Roger Waters, and 14 more… at Giants Stadium (July 7, 2007)",40.8116428,-74.0677452,0.728826,2007-07-07,None,Giants Stadium
202,"Hartford, CT, US","John Mayer and The Suburbs with Ben Folds and Brett Dennen at New England Dodge Music Center (July 14, 2007)",41.7801718,-72.6693191,0.438232,2007-07-14,None,New England Dodge Music Center
203,"Saratoga Springs, NY, US","John Mayer and The Suburbs at Saratoga Performing Arts Center (SPAC) (July 15, 2007)",43.0553703,-73.8055707,0.409792,2007-07-15,None,Saratoga Performing Arts Center (SPAC)
204,"Boston, MA, US","John Mayer and The Suburbs with Ben Folds at TD Garden (July 17, 2007)",42.3661881,-71.0621482,0.438232,2007-07-17,None,TD Garden
205,"Manchester, NH, US","John Mayer at SNHU Arena (July 18, 2007)",42.9860207,-71.463052,0.408713,2007-07-18,None,SNHU Arena
206,"Camden, NJ, US","John Mayer with James Morrison and Ben Folds at BB&T Pavilion (July 20, 2007)",40.0177386,-75.0004321,0.436044,2007-07-20,None,BB&T Pavilion
207,"Hershey, PA, US","John Mayer and The Suburbs at Hersheypark Stadium (July 21, 2007)",40.2926999,-76.6541182,0.438232,2007-07-21,None,Hersheypark Stadium
208,"Atlantic City, NJ, US","John Mayer and Yonder Mountain String Band at Borgata Event Center (July 22, 2007)",39.3770706,-74.4345188,0.438232,2007-07-22,None,Borgata Event Center
209,"Holmdel, NJ, US","John Mayer and The Suburbs with Ben Folds at PNC Bank Arts Center (July 24, 2007)",39.9830657,-74.2135086,0.438232,2007-07-24,None,PNC Bank Arts Center
210,"Washington, DC, US","John Mayer and The Suburbs at Verizon Center (July 25, 2007)",38.8975641,-77.0210577,0.438232,2007-07-25,None,Verizon Center
211,"Uniondale, NY, US","John Mayer and The Suburbs with Ben Folds at NYCB LIVE: Home of the Nassau Veterans Memorial Coliseum (July 26, 2007)",40.7228919,-73.5905136,0.402076,2007-07-26,None,NYCB LIVE: Home of the Nassau Veterans Memorial Coliseum
212,"Virginia Beach, VA, US","John Mayer and The Suburbs with Ben Folds at Veterans United Home Loans Amphitheater (July 30, 2007)",36.7686679,-76.1019623,0.432071,2007-07-30,None,Veterans United Home Loans Amphitheater
213,"Raleigh, NC, US","John Mayer at Time Warner Cable Music Pavilion at Walnut Creek (July 31, 2007)",35.7493881,-78.5763028,0.438232,2007-07-31,None,Time Warner Cable Music Pavilion at Walnut Creek
214,"Charlotte, NC, US","John Mayer and The Suburbs at Verizon Wireless Amphitheatre (August 1, 2007)",35.327362,-80.7106699,0.438232,2007-08-01,None,Verizon Wireless Amphitheatre
215,"Nashville, TN, US","John Mayer and The Suburbs with James Morrison and Ben Folds at Sommet Center (August 3, 2007)",36.159949,-86.77857,0.436477,2007-08-03,None,Sommet Center
216,"Birmingham, AL, US","John Mayer and The Suburbs at Verizon Wireless Music Center (August 4, 2007)",33.3313204,-86.7845336,0.405517,2007-08-04,None,Verizon Wireless Music Center
217,"Atlanta, GA, US","John Mayer and The Suburbs at Philips Arena (August 5, 2007)",33.7570952,-84.3971653,0.438232,2007-08-05,None,Philips Arena
218,"Tampa, FL, US","John Mayer with Ben Folds and Joshua James at Midflorida Credit Union Amphitheatre (August 7, 2007)",27.9896043,-82.3588746,0.438232,2007-08-07,None,Midflorida Credit Union Amphitheatre
219,"West Palm Beach, FL, US","John Mayer with James Morrison and Ben Folds at Coral Sky Amphitheatre at the South Florida Fairgrounds (August 8, 2007)",26.685477,-80.186736,0.409381,2007-08-08,None,Coral Sky Amphitheatre at the South Florida Fairgrounds
220,"Blacksburg, VA, US","Dave Matthews Band with John Mayer, Nas, and Phil Vassar at Lane Stadium (September 6, 2007)",37.2209494,-80.422801,0.405517,2007-09-06,None,Lane Stadium
221,"Los Angeles, CA, US","John Mayer with John Mayer Trio at Microsoft Theater (December 8, 2007)",34.0442944,-118.2656014,0.438232,2007-12-08,21:15:00,Microsoft Theater
222,"Los Angeles, CA, US","John Mayer at Greek Theatre (June 11, 2008)",34.1180501,-118.2938303,0.438232,2008-06-11,19:30:00,Greek Theatre
223,"Milwaukee, WI, US","John Mayer with Colbie Caillat and Brett Dennen at American Family Insurance Amphitheater (July 2, 2008)",43.0344936,-87.8993557,0.410722,2008-07-02,19:30:00,American Family Insurance Amphitheater
224,"Maryland Heights, MO, US","John Mayer with Colbie Caillat and Brett Dennen at Verizon Wireless (July 3, 2008)",38.7456419,-90.469956,0.438232,2008-07-03,23:59:20,Verizon Wireless
225,"Noblesville, IN, US","John Mayer and Mason Brothers Band with Colbie Caillat and Brett Dennen at Verizon Wireless Music Center (July 5, 2008)",40.0049812,-85.9309888,0.438232,2008-07-05,23:59:20,Verizon Wireless Music Center
226,"Rothbury, MI, US","John Mayer at Double JJ Ranch & Golf Resort (July 7, 2008)",43.5386506,-86.3663975,0.438232,2008-07-07,None,Double JJ Ranch & Golf Resort
227,"Wantagh, NY, US","John Mayer with Colbie Caillat and Brett Dennen at Northwell Health at Jones Beach Theater (July 9, 2008)",40.6011406,-73.502518,0.409464,2008-07-09,19:00:00,Northwell Health at Jones Beach Theater
228,"Camden, NJ, US","John Mayer with Colbie Caillat and Brett Dennen at BB&T Pavilion (July 10, 2008)",40.0177386,-75.0004321,0.436044,2008-07-10,23:59:20,BB&T Pavilion
229,"Mansfield, MA, US","John Mayer with Brett Dennen and Colbie Caillat at Xfinity Center (July 12, 2008)",41.9944318,-71.2106493,0.438232,2008-07-12,18:30:00,Xfinity Center
230,"Columbia, MD, US","John Mayer and Mason Brothers Band with Colbie Caillat and Brett Dennen at Merriweather Post Pavilion (July 13, 2008)",39.2087707,-76.8627794,0.438232,2008-07-13,23:59:20,Merriweather Post Pavilion
231,"Holmdel, NJ, US","John Mayer with Colbie Caillat and Brett Dennen at PNC Bank Arts Center (July 15, 2008)",39.9830657,-74.2135086,0.438232,2008-07-15,19:00:00,PNC Bank Arts Center
232,"Cuyahoga Falls, OH, US","John Mayer and Mason Brothers Band with Colbie Caillat and Brett Dennen at Blossom Music Center (July 17, 2008)",41.1913469,-81.5607834,0.438232,2008-07-17,23:59:20,Blossom Music Center
233,"Tinley Park, IL, US","John Mayer with Colbie Caillat and Brett Dennen at Hollywood Casino Amphitheatre (July 18, 2008)",41.5426102,-87.7711529,0.431154,2008-07-18,17:30:00,Hollywood Casino Amphitheatre
234,"West Valley City, UT, US","John Mayer with Colbie Caillat at USANA Amphitheatre (July 21, 2008)",40.6577061,-112.0354199,0.425713,2008-07-21,18:00:00,USANA Amphitheatre
235,"Paso Robles, CA, US","John Mayer with Colbie Caillat at California Mid-State Fairgrounds (July 23, 2008)",35.6382601,-120.6874827,0.438016,2008-07-23,19:00:00,California Mid-State Fairgrounds
236,"Wheatland, CA, US","John Mayer and Mason Brothers Band with Colbie Caillat and Brett Dennen at Toyota Amphitheatre (July 25, 2008)",39.0311867,-121.5153124,0.428151,2008-07-25,17:30:00,Toyota Amphitheatre
237,"Mountain View, CA, US","John Mayer with Colbie Caillat and Brett Dennen at Shoreline Amphitheatre (July 26, 2008)",37.4233243,-122.0780286,0.438232,2008-07-26,17:30:00,Shoreline Amphitheatre
238,"Irvine, CA, US","John Mayer and Mason Brothers Band with Colbie Caillat and Brett Dennen at Irvine Meadows Amphitheatre (July 27, 2008)",33.6370977,-117.7491055,0.438214,2008-07-27,18:00:00,Irvine Meadows Amphitheatre
239,"Chula Vista, CA, US","John Mayer with Colbie Caillat, Brett Dennen, and John Mayall at Mattress Firm Amphitheatre (July 29, 2008)",32.5882959,-117.0060564,0.401509,2008-07-29,19:00:00,Mattress Firm Amphitheatre
240,"Phoenix, AZ, US","John Mayer and Mason Brothers Band with Colbie Caillat and Brett Dennen at Ak-Chin Pavilion (July 30, 2008)",33.470823,-112.232875,0.438232,2008-07-30,19:00:00,Ak-Chin Pavilion
241,"Dallas, TX, US","John Mayer with Colbie Caillat and Brett Dennen at Gexa Energy Pavilion (August 1, 2008)",32.7740979,-96.7568521,0.438232,2008-08-01,18:00:00,Gexa Energy Pavilion
242,"The Woodlands, TX, US","John Mayer with Colbie Caillat and Brett Dennen at Cynthia Woods Mitchell Pavilion (August 2, 2008)",30.161593,-95.464029,0.438232,2008-08-02,19:00:00,Cynthia Woods Mitchell Pavilion
243,"Atlanta, GA, US","John Mayer at Philips Arena (August 5, 2008)",33.7570952,-84.3971653,0.438232,2008-08-05,18:30:00,Philips Arena
244,"Charlotte, NC, US","John Mayer with Paramore at Verizon Wireless Amphitheatre (August 19, 2008)",35.327362,-80.7106699,0.421025,2008-08-19,19:30:00,Verizon Wireless Amphitheatre
245,"Burgettstown, PA, US","John Mayer with Paramore at Keybank Pavilion (August 20, 2008)",40.4197818,-80.4342124,0.421025,2008-08-20,19:00:00,Keybank Pavilion
246,"Darien Center, NY, US","John Mayer and OneRepublic at Darien Lake Performing Arts Center (August 22, 2008)",42.9131989,-78.3894454,0.438232,2008-08-22,19:30:00,Darien Lake Performing Arts Center
247,"Hartford, CT, US","John Mayer with OneRepublic at New England Dodge Music Center (August 23, 2008)",41.7801718,-72.6693191,0.438232,2008-08-23,19:30:00,New England Dodge Music Center
248,"Atlantic City, NJ, US","John Mayer with OneRepublic at Borgata Event Center (August 24, 2008)",39.3770706,-74.4345188,0.438232,2008-08-24,20:00:00,Borgata Event Center
249,"Saratoga Springs, NY, US","John Mayer with OneRepublic at Saratoga Performing Arts Center (SPAC) (August 25, 2008)",43.0553703,-73.8055707,0.453848,2008-08-25,19:30:00,Saratoga Performing Arts Center (SPAC)
250,"Raleigh, NC, US","John Mayer with OneRepublic at Time Warner Cable Music Pavilion at Walnut Creek (August 27, 2008)",35.7493881,-78.5763028,0.438232,2008-08-27,19:30:00,Time Warner Cable Music Pavilion at Walnut Creek
251,"Alpharetta, GA, US","John Mayer at Verizon Wireless Amphitheatre at Encore Park (August 29, 2008)",34.0544157,-84.3066793,0.438232,2008-08-29,20:00:00,Verizon Wireless Amphitheatre at Encore Park
252,"Tampa, FL, US","John Mayer with OneRepublic at Midflorida Credit Union Amphitheatre (August 30, 2008)",27.9896043,-82.3588746,0.438232,2008-08-30,19:00:00,Midflorida Credit Union Amphitheatre
253,"Tampa, FL, US","John Mayer with OneRepublic at Florida State Fairgrounds (August 30, 2008)",27.9896043,-82.3588746,0.438232,2008-08-30,18:00:00,Florida State Fairgrounds
254,"West Palm Beach, FL, US","John Mayer with OneRepublic at Coral Sky Amphitheatre at the South Florida Fairgrounds (August 31, 2008)",26.685477,-80.186736,0.455039,2008-08-31,19:00:00,Coral Sky Amphitheatre at the South Florida Fairgrounds
255,"Charlotte, NC, US","John Mayer at Verizon Wireless Amphitheatre (August 31, 2008)",35.327362,-80.7106699,0.438232,2008-08-31,19:00:00,Verizon Wireless Amphitheatre
256,"Los Angeles, CA, US","John Mayer at Microsoft Theater (December 6, 2008)",34.0442944,-118.2656014,0.438232,2008-12-06,20:00:00,Microsoft Theater
257,"Long Beach, CA, US","John Mayer at Long Beach Arena (March 26, 2009)",33.7652181,-118.1885379,0.438232,2009-03-26,21:15:00,Long Beach Arena
258,"San Jose, CA, US","John Mayer at SAP Center at San Jose (March 26, 2009)",37.3325116,-121.9011855,0.4343,2009-03-26,19:30:00,SAP Center at San Jose
259,"Los Angeles, CA, US","John Mayer at Unknown venue (March 28, 2009)",34.10885,-118.2234229,0.438232,2009-03-28,None,Unknown venue
260,"Los Angeles, CA, US","John Mayer at Unknown venue (March 29, 2009)",34.10885,-118.2234229,0.438232,2009-03-29,None,Unknown venue
261,"Los Angeles, CA, US","John Mayer at Unknown venue (March 31, 2009)",34.10885,-118.2234229,0.438232,2009-03-31,None,Unknown venue
262,"Hollywood, CA, US","Naked Hearts with John Mayer, PWRFL Power, Alex & Sam, and 1 more… at Hotel Cafe (June 14, 2009)",34.1004371,-118.329829,0.438232,2009-06-14,None,Hotel Cafe
263,"Brooklyn, NY, US","John Mayer at Music Hall of Williamsburg (November 16, 2009)",40.7192832,-73.9617103,0.438232,2009-11-16,None,Music Hall of Williamsburg
264,"New York, NY, US","John Mayer at Beacon Theatre (November 17, 2009)",40.7760381,-73.9820377,0.438232,2009-11-17,19:30:00,Beacon Theatre
265,"New York, NY, US","Taylor Swift and John Mayer with Kris Allen, Justin Bieber, and 6 more… at Madison Square Garden (December 11, 2009)",40.7497096,-73.991556,0.620309,2009-12-11,19:00:00,Madison Square Garden
266,"San Diego, CA, US","John Mayer with John Mayer Trio and Mayer Hawthorne and The County at Copley Symphony Hall (December 29, 2009)",32.718063,-117.1579,0.438232,2009-12-29,20:00:00,Copley Symphony Hall
267,"North Charleston, SC, US","John Mayer at North Charleston Coliseum & Performing Arts Center (February 2, 2010)",32.8674796,-80.021241,0.438232,2010-02-02,None,North Charleston Coliseum & Performing Arts Center
268,"Sunrise, FL, US","John Mayer with Michael Franti and Michael Franti & Spearhead at BB&T Center (February 4, 2010)",26.15536,-80.33023,0.402736,2010-02-04,20:00:00,BB&T Center
269,"Tampa, FL, US","John Mayer with Michael Franti & Spearhead and Michael Franti at Amalie Arena (February 5, 2010)",27.94259,-82.45196,0.402736,2010-02-05,20:00:00,Amalie Arena
270,"Jacksonville, FL, US","John Mayer with Michael Franti and Michael Franti & Spearhead at Jacksonville Veterans Memorial Arena (February 6, 2010)",30.32581,-81.64506,0.402736,2010-02-06,20:00:00,Jacksonville Veterans Memorial Arena
271,"North Charleston, SC, US","John Mayer with Michael Franti & Spearhead at North Charleston Coliseum & Performing Arts Center (February 8, 2010)",32.86748,-80.02124,0.402736,2010-02-08,19:00:00,North Charleston Coliseum & Performing Arts Center
272,"Birmingham, AL, US","John Mayer with Michael Franti and Michael Franti & Spearhead at Birmingham Jefferson Convention Complex Arena (BJCC Arena) (February 9, 2010)",33.52307,-86.81151,0.402736,2010-02-09,19:00:00,Birmingham Jefferson Convention Complex Arena (BJCC Arena)
273,"Nashville, TN, US","John Mayer with Michael Franti and Michael Franti & Spearhead at Sommet Center (February 10, 2010)",36.15995,-86.77857,0.402736,2010-02-10,19:00:00,Sommet Center
274,"Auburn Hills, MI, US","John Mayer with Michael Franti & Spearhead at The Palace of Auburn Hills (February 12, 2010)",42.69651,-83.24372,0.402736,2010-02-12,19:00:00,The Palace of Auburn Hills
275,"Uncasville, CT, US","John Mayer with Michael Franti and Michael Franti & Spearhead at Mohegan Sun Resort & Casino (February 19, 2010)",41.4916,-72.09146,0.402736,2010-02-19,19:00:00,Mohegan Sun Resort & Casino
276,"Washington, DC, US","John Mayer with Michael Franti and Michael Franti & Spearhead at Verizon Center (February 20, 2010)",38.89756,-77.02106,0.402736,2010-02-20,19:00:00,Verizon Center
277,"Philadelphia, PA, US","John Mayer with Michael Franti & Spearhead and Michael Franti at Wells Fargo Center (February 21, 2010)",39.90427,-75.17133,0.402736,2010-02-21,19:00:00,Wells Fargo Center
278,"Boston, MA, US","John Mayer with Michael Franti & Spearhead at TD Garden (February 24, 2010)",42.36619,-71.06215,0.402736,2010-02-24,19:00:00,TD Garden
279,"New York, NY, US","John Mayer with Michael Franti and Michael Franti & Spearhead at Madison Square Garden (February 25, 2010)",40.74971,-73.99156,0.402736,2010-02-25,19:00:00,Madison Square Garden
280,"New York, NY, US","John Mayer with Michael Franti and Michael Franti & Spearhead at Madison Square Garden (February 26, 2010)",40.74971,-73.99156,0.402736,2010-02-26,20:00:00,Madison Square Garden
281,"Grand Rapids, MI, US","John Mayer with Michael Franti & Spearhead and Michael Franti at Van Andel Arena (February 28, 2010)",42.9621,-85.67158,0.402736,2010-02-28,19:00:00,Van Andel Arena
282,"Milwaukee, WI, US","John Mayer with Michael Franti and Michael Franti & Spearhead at BMO Harris Bradley Center (March 1, 2010)",43.04373,-87.91717,0.402736,2010-03-01,19:00:00,BMO Harris Bradley Center
283,"St. Paul, MN, US","John Mayer with Michael Franti and Michael Franti & Spearhead at Xcel Energy Center (March 2, 2010)",44.94344,-93.10015,0.402736,2010-03-02,20:00:00,Xcel Energy Center
284,"Omaha, NE, US","John Mayer with Michael Franti & Spearhead at CenturyLink Center & Arena (March 4, 2010)",41.26372,-95.92927,0.402736,2010-03-04,20:00:00,CenturyLink Center & Arena
285,"Oklahoma City, OK, US","John Mayer with Michael Franti and Michael Franti & Spearhead at Chesapeake Energy Arena (March 5, 2010)",35.46339,-97.51459,0.402736,2010-03-05,20:00:00,Chesapeake Energy Arena
286,"Houston, TX, US","John Mayer with Michael Franti & Spearhead at Toyota Center (March 6, 2010)",29.75198,-95.36218,0.402736,2010-03-06,19:00:00,Toyota Center
287,"Austin, TX, US","John Mayer with Michael Franti and Michael Franti & Spearhead at Frank Erwin Center, University of Texas (March 8, 2010)",30.27639,-97.73242,0.402736,2010-03-08,19:00:00,"Frank Erwin Center, University of Texas"
288,"Dallas, TX, US","John Mayer with Michael Franti & Spearhead and Michael Franti at American Airlines Center (March 9, 2010)",32.79044,-96.81016,0.402736,2010-03-09,20:00:00,American Airlines Center
289,"New Orleans, LA, US","John Mayer with Michael Franti and Michael Franti & Spearhead at New Orleans Arena (March 10, 2010)",29.95191,-90.07959,0.402736,2010-03-10,20:00:00,New Orleans Arena
290,"Columbus, OH, US","John Mayer with Michael Franti and Michael Franti & Spearhead at Nationwide Arena (March 12, 2010)",39.9694,-83.00636,0.402736,2010-03-12,20:00:00,Nationwide Arena
291,"Louisville, KY, US","John Mayer with Michael Franti and Michael Franti & Spearhead at Freedom Hall - Kentucky State Fair & Expo Center (March 13, 2010)",38.19505,-85.73832,0.402736,2010-03-13,20:00:00,Freedom Hall - Kentucky State Fair & Expo Center
292,"Greensboro, NC, US","John Mayer with Michael Franti and Michael Franti & Spearhead at Greensboro Coliseum Complex (March 15, 2010)",36.05976,-79.82567,0.402736,2010-03-15,19:30:00,Greensboro Coliseum Complex
293,"Charlottesville, VA, US","John Mayer with Michael Franti & Spearhead and Michael Franti at John Paul Jones Arena (March 16, 2010)",38.04588,-78.50665,0.402736,2010-03-16,19:00:00,John Paul Jones Arena
294,"Atlanta, GA, US","John Mayer with Michael Franti & Spearhead and Michael Franti at Philips Arena (March 17, 2010)",33.7571,-84.39717,0.402736,2010-03-17,20:00:00,Philips Arena
295,"Memphis, TN, US","John Mayer with Michael Franti and Michael Franti & Spearhead at FedEx Forum (March 19, 2010)",35.13951,-90.0517,0.402736,2010-03-19,20:00:00,FedEx Forum
296,"St Louis, MO, US","John Mayer with Michael Franti & Spearhead at Scottrade Center (March 20, 2010)",38.62618,-90.20213,0.402736,2010-03-20,20:00:00,Scottrade Center
297,"Kansas City, MO, US","John Mayer with Michael Franti & Spearhead at Sprint Center (March 22, 2010)",39.09715,-94.58103,0.402736,2010-03-22,20:00:00,Sprint Center
298,"Denver, CO, US","John Mayer with Michael Franti & Spearhead and Michael Franti at Pepsi Center (March 23, 2010)",39.74557,-105.01048,0.402736,2010-03-23,20:00:00,Pepsi Center
299,"Los Angeles, CA, US","John Mayer with Michael Franti & Spearhead and Michael Franti at Staples Center (March 25, 2010)",34.04298,-118.26682,0.402736,2010-03-25,20:00:00,Staples Center
300,"San Jose, CA, US","John Mayer with Michael Franti & Spearhead and Michael Franti at SAP Center at San Jose (March 26, 2010)",37.33251,-121.90119,0.402736,2010-03-26,19:30:00,SAP Center at San Jose
301,"Las Vegas, NV, US","John Mayer with Michael Franti and Michael Franti & Spearhead at Mandalay Bay Events Center (March 27, 2010)",36.09197,-115.17306,0.402736,2010-03-27,20:00:00,Mandalay Bay Events Center
302,"Portland, OR, US","John Mayer with Michael Franti & Spearhead and Michael Franti at Rose Garden Arena (March 30, 2010)",45.53161,-122.66729,0.402736,2010-03-30,20:00:00,Rose Garden Arena
303,"Seattle, WA, US","John Mayer with Michael Franti & Spearhead, Michael Franti, and Battle Studies at KeyArena at Seattle Center (March 31, 2010)",47.62164,-122.3507,0.402736,2010-03-31,20:00:00,KeyArena at Seattle Center
304,"Fargo, ND, US","John Mayer with Michael Franti and Michael Franti & Spearhead at Fargodome (April 8, 2010)",46.90293,-96.80176,0.402736,2010-04-08,20:00:00,Fargodome
305,"Chicago, IL, US","John Mayer with Michael Franti & Spearhead at United Center (April 10, 2010)",41.88126,-87.67415,0.402736,2010-04-10,20:00:00,United Center
306,"Chicago, IL, US","John Mayer at United Center (April 11, 2010)",41.8812601,-87.674145,0.438232,2010-04-11,None,United Center
307,"Bridgeview, IL, US","Eric Clapton with Allman Brothers Band, ZZ Top, Steve Winwood, and 6 more… at Toyota Park (June 25, 2010)",41.762979,-87.805175,0.426761,2010-06-25,None,Toyota Park
308,"Bridgeview, IL, US",Crossroads Guitar Festival 2010,41.76298,-87.80518,0.403005,2010-06-26,10:00:00,Toyota Park
309,"Bridgeview, IL, US","Eric Clapton, Jeff Beck, Bert Jansch, Earl Klugh, and 8 more… at Toyota Park (June 26, 2010)",41.762979,-87.805175,0.426761,2010-06-26,12:00:00,Toyota Park
310,"Charlotte, NC, US","John Mayer and Train at Verizon Wireless Amphitheatre (July 16, 2010)",35.327362,-80.7106699,0.401596,2010-07-16,19:00:00,Verizon Wireless Amphitheatre
311,"Raleigh, NC, US","John Mayer and Train at Time Warner Cable Music Pavilion at Walnut Creek (July 17, 2010)",35.7493881,-78.5763028,0.401596,2010-07-17,19:00:00,Time Warner Cable Music Pavilion at Walnut Creek
312,"Virginia Beach, VA, US","John Mayer and Guster at Veterans United Home Loans Amphitheater (July 18, 2010)",36.7686679,-76.1019623,0.40518,2010-07-18,19:00:00,Veterans United Home Loans Amphitheater
313,"Washington, DC, US","John Mayer at Concert Hall, Kennedy Center (July 20, 2010)",38.89606,-77.055198,0.438232,2010-07-20,18:00:00,"Concert Hall, Kennedy Center"
314,"Camden, NJ, US","John Mayer with Train at BB&T Pavilion (July 20, 2010)",40.0177386,-75.0004321,0.401596,2010-07-20,None,BB&T Pavilion
