Event Number,City,Event Name,Latitude,Longitude,Popularity,Start Date,Start Time,Venue
15,"Lake Buena Vista, FL, US","John Mayer at House of Blues (January 31, 2002)",28.3709021,-81.521728,0.438232,2002-01-31,None,House of Blues
16,"Salem, VA, US","John Mayer at Roanoke College (February 9, 2002)",37.29425,-80.054916,0.405517,2002-02-09,None,Roanoke College
17,"Memphis, TN, US",Beale Street Music Festival 2002,35.1398763,-90.0593536,0.403195,2002-03-05,None,Tom Lee Park
18,"Chicago, IL, US","John Mayer at House of Blues (March 8, 2002)",41.8882037,-87.6292039,0.401867,2002-03-08,None,House of Blues
19,"Austin, TX, US",SXSW 2002,30.26715,-97.74306,0.402966,2002-03-13,None,Unknown venue
20,"Portland, OR, US","John Mayer with Norah Jones at McMenamin's Crystal Ballroom (April 8, 2002)",45.5227443,-122.6847972,0.409067,2002-04-08,None,McMenamin's Crystal Ballroom
21,"Winston-Salem, NC, US","David Mead with John Mayer at Millennium Center (May 5, 2002)",36.1001714,-80.245623,0.409754,2002-05-05,None,Millennium Center
22,"North Myrtle Beach, SC, US","David Mead with John Mayer at House of Blues (May 7, 2002)",33.7988865,-78.7386383,0.438232,2002-05-07,None,House of Blues
23,"Norfolk, VA, US","David Mead with John Mayer at The NorVa (May 8, 2002)",36.850247,-76.289459,0.438232,2002-05-08,None,The NorVa
24,"Atlanta, GA, US","John Mayer with India.Arie, The Calling, and Chrystina Lloree at Centennial Olympic Park (May 24, 2002)",33.7593092,-84.3944406,0.438232,2002-05-24,None,Centennial Olympic Park
25,"Atlanta, GA, US",On the Bricks 2002,33.99396,-84.04878,0.402966,2002-05-24,None,Unknown venue
26,"Kettering, OH, US","Martin Sexton, Guster, and John Mayer at Fraze Pavilion (July 29, 2002)",39.696624,-84.158096,0.40518,2002-07-29,None,Fraze Pavilion
27,"Minneapolis, MN, US","John Mayer with Guster and Martin Sexton at Northrop Auditorium (August 1, 2002)",44.9765013,-93.2338196,0.40518,2002-08-01,None,Northrop Auditorium
28,"Portland, OR, US","John Mayer and Guster with John Butler Trio at Arlene Schnitzer Concert Hall (August 9, 2002)",45.5168547,-122.6811831,0.40518,2002-08-09,None,Arlene Schnitzer Concert Hall
29,"Seattle, WA, US","John Mayer with Guster at Paramount Theatre (August 11, 2002)",47.613296,-122.33139,0.40518,2002-08-11,None,Paramount Theatre
30,"Santa Barbara, CA, US","John Mayer and Guster at Santa Barbara Bowl (August 15, 2002)",34.4351001,-119.6935747,0.40518,2002-08-15,None,Santa Barbara Bowl
31,"Cary, NC, US","John Mayer with Guster at Koka Booth Amphitheatre (September 7, 2002)",35.7289109,-78.795393,0.40518,2002-09-07,None,Koka Booth Amphitheatre
32,"Atlanta, GA, US","John Mayer with Guster at Cellairis Amphitheatre at Lakewood (September 14, 2002)",33.7042695,-84.396095,0.40518,2002-09-14,None,Cellairis Amphitheatre at Lakewood
33,"Ypsilanti, MI, US","John Mayer at EMU Convocation Center (November 17, 2002)",42.2517242,-83.6477261,0.438232,2002-11-17,None,EMU Convocation Center
34,"Amherst, MA, US","John Mayer at Mullins Center, U Mass (November 23, 2002)",42.3911245,-72.5331953,0.438232,2002-11-23,None,"Mullins Center, U Mass"
35,"Anaheim, CA, US","Elton John with Ray Charles, Brian Wilson, Randy Newman, and 11 more… at Honda Center (January 17, 2003)",33.807723,-117.876522,0.402997,2003-01-17,None,Honda Center
36,"Memphis, TN, US",Beale Street Music Festival 2003,35.1398763,-90.0593536,0.40161,2003-02-05,None,Tom Lee Park
37,"Boston, MA, US","Bonnie Raitt with John Mayer at Unknown venue (April 26, 2003)",42.3600825,-71.0588801,0.403492,2003-04-26,None,Unknown venue
38,"Greenwood Village, CO, US","Counting Crows with John Mayer at Fiddler's Green Amphitheatre (July 7, 2003)",39.6008082,-104.8944165,0.438232,2003-07-07,None,Fiddler's Green Amphitheatre
39,"West Valley City, UT, US","Counting Crows with John Mayer at USANA Amphitheatre (July 8, 2003)",40.6577061,-112.0354199,0.425713,2003-07-08,None,USANA Amphitheatre
40,"Ridgefield, WA, US","John Mayer and Counting Crows with Maroon 5 at Sunlight Supply Amphitheater (July 10, 2003)",45.746432,-122.666113,0.77178,2003-07-10,None,Sunlight Supply Amphitheater
41,"George, WA, US","John Mayer and Counting Crows with Maroon 5 at Gorge Amphitheatre (July 11, 2003)",47.0959471,-119.9826336,0.728729,2003-07-11,None,Gorge Amphitheatre
42,"Mountain View, CA, US","Counting Crows with John Mayer at Shoreline Amphitheatre (July 13, 2003)",37.4233243,-122.0780286,0.438232,2003-07-13,None,Shoreline Amphitheatre
43,"Concord, CA, US","Counting Crows with John Mayer at Concord Pavilion (July 14, 2003)",37.960355,-121.939656,0.426527,2003-07-14,None,Concord Pavilion
44,"Wheatland, CA, US","Counting Crows and John Mayer with Maroon 5 at Toyota Amphitheatre (July 15, 2003)",39.0311867,-121.5153124,0.77178,2003-07-15,None,Toyota Amphitheatre
45,"Los Angeles, CA, US","Counting Crows with John Mayer at Staples Center (July 17, 2003)",34.042984,-118.2668182,0.438232,2003-07-17,None,Staples Center
46,"Irvine, CA, US","Counting Crows with John Mayer at Irvine Meadows Amphitheatre (July 18, 2003)",33.6370977,-117.7491055,0.438214,2003-07-18,None,Irvine Meadows Amphitheatre
47,"Chula Vista, CA, US","Counting Crows with John Mayer at Mattress Firm Amphitheatre (July 19, 2003)",32.5882959,-117.0060564,0.411681,2003-07-19,None,Mattress Firm Amphitheatre
48,"Phoenix, AZ, US","Counting Crows with John Mayer at Ak-Chin Pavilion (July 21, 2003)",33.470823,-112.232875,0.438232,2003-07-21,None,Ak-Chin Pavilion
49,"Albuquerque, NM, US","Counting Crows with John Mayer at Hard Rock Pavilion (July 22, 2003)",34.9379864,-106.6623463,0.438232,2003-07-22,None,Hard Rock Pavilion
50,"Selma, TX, US","Counting Crows with John Mayer at Verizon Wireless Amphitheater (July 24, 2003)",29.5969024,-98.3203301,0.428244,2003-07-24,None,Verizon Wireless Amphitheater
51,"The Woodlands, TX, US","Counting Crows with John Mayer at Cynthia Woods Mitchell Pavilion (July 25, 2003)",30.161593,-95.464029,0.438232,2003-07-25,None,Cynthia Woods Mitchell Pavilion
52,"Dallas, TX, US","Counting Crows with John Mayer at Gexa Energy Pavilion (July 26, 2003)",32.7740979,-96.7568521,0.438232,2003-07-26,None,Gexa Energy Pavilion
53,"Bonner Springs, KS, US","Counting Crows with John Mayer at Providence Medical Center Amphitheater (July 28, 2003)",39.112703,-94.876846,0.402453,2003-07-28,None,Providence Medical Center Amphitheater
54,"Maryland Heights, MO, US","Counting Crows with John Mayer at Verizon Wireless (July 29, 2003)",38.7456419,-90.469956,0.438232,2003-07-29,None,Verizon Wireless
55,"Minneapolis, MN, US","Toby Lightman with Counting Crows and John Mayer at Target Center (July 31, 2003)",44.979657,-93.274889,0.438232,2003-07-31,None,Target Center
56,"Milwaukee, WI, US","Counting Crows with John Mayer at American Family Insurance Amphitheater (August 1, 2003)",43.0344936,-87.8993557,0.410722,2003-08-01,None,American Family Insurance Amphitheater
57,"Clarkston, MI, US","Counting Crows with John Mayer at DTE Energy Music Theatre (August 2, 2003)",42.7510124,-83.380305,0.438232,2003-08-02,None,DTE Energy Music Theatre
58,"Columbus, OH, US","Counting Crows with John Mayer at Germain Amphitheater (August 5, 2003)",40.148319,-82.961581,0.438232,2003-08-05,None,Germain Amphitheater
59,"Cincinnati, OH, US","Counting Crows with John Mayer at Riverbend Music Center (August 6, 2003)",39.052082,-84.416862,0.438232,2003-08-06,None,Riverbend Music Center
60,"Noblesville, IN, US","Counting Crows with John Mayer at Verizon Wireless Music Center (August 8, 2003)",40.0049812,-85.9309888,0.438232,2003-08-08,None,Verizon Wireless Music Center
61,"Tinley Park, IL, US","Counting Crows with John Mayer at Hollywood Casino Amphitheatre (August 9, 2003)",41.5426102,-87.7711529,0.431154,2003-08-09,None,Hollywood Casino Amphitheatre
62,"Cuyahoga Falls, OH, US","Counting Crows with John Mayer at Blossom Music Center (August 11, 2003)",41.1913469,-81.5607834,0.438232,2003-08-11,None,Blossom Music Center
63,"Darien Center, NY, US","Counting Crows with John Mayer at Darien Lake Performing Arts Center (August 12, 2003)",42.9131989,-78.3894454,0.438232,2003-08-12,None,Darien Lake Performing Arts Center
64,"Burgettstown, PA, US","Counting Crows with John Mayer at Keybank Pavilion (August 14, 2003)",40.4197818,-80.4342124,0.417688,2003-08-14,None,Keybank Pavilion
65,"Bristow, VA, US","Counting Crows with John Mayer at Jiffy Lube Live (August 15, 2003)",38.786011,-77.587845,0.438232,2003-08-15,None,Jiffy Lube Live
66,"Camden, NJ, US","Counting Crows with John Mayer at BB&T Pavilion (August 16, 2003)",40.0177386,-75.0004321,0.436044,2003-08-16,None,BB&T Pavilion
67,"Saratoga Springs, NY, US","Counting Crows with John Mayer at Saratoga Performing Arts Center (SPAC) (August 18, 2003)",43.0553703,-73.8055707,0.409792,2003-08-18,None,Saratoga Performing Arts Center (SPAC)
68,"Scranton, PA, US","Counting Crows with John Mayer at Montage Mountain (August 19, 2003)",41.3479256,-75.6637503,0.426674,2003-08-19,None,Montage Mountain
69,"Hartford, CT, US","Counting Crows with John Mayer at Xfinity Theatre (August 20, 2003)",41.7801718,-72.6693191,0.438232,2003-08-20,None,Xfinity Theatre
70,"Mansfield, MA, US","Counting Crows with John Mayer at Xfinity Center (August 22, 2003)",41.9944318,-71.2106493,0.438232,2003-08-22,None,Xfinity Center
71,"Mansfield, MA, US","Counting Crows with John Mayer at Xfinity Center (August 23, 2003)",41.9944318,-71.2106493,0.438232,2003-08-23,None,Xfinity Center
72,"Wantagh, NY, US","Counting Crows with John Mayer at Northwell Health at Jones Beach Theater (August 25, 2003)",40.6011406,-73.502518,0.409464,2003-08-25,None,Northwell Health at Jones Beach Theater
73,"Wantagh, NY, US","Counting Crows with John Mayer at Northwell Health at Jones Beach Theater (August 26, 2003)",40.6011406,-73.502518,0.409464,2003-08-26,None,Northwell Health at Jones Beach Theater
74,"Holmdel, NJ, US","Counting Crows with John Mayer at PNC Bank Arts Center (August 28, 2003)",39.9830657,-74.2135086,0.438232,2003-08-28,None,PNC Bank Arts Center
75,"Holmdel, NJ, US","Counting Crows with John Mayer at PNC Bank Arts Center (August 29, 2003)",39.9830657,-74.2135086,0.438232,2003-08-29,None,PNC Bank Arts Center
76,"Virginia Beach, VA, US","Counting Crows with John Mayer at Veterans United Home Loans Amphitheater (August 31, 2003)",36.7686679,-76.1019623,0.432071,2003-08-31,None,Veterans United Home Loans Amphitheater
77,"Raleigh, NC, US","Counting Crows with John Mayer at Time Warner Cable Music Pavilion at Walnut Creek (September 1, 2003)",35.7493881,-78.5763028,0.438232,2003-09-01,None,Time Warner Cable Music Pavilion at Walnut Creek
78,"Charlotte, NC, US","Counting Crows with John Mayer at Verizon Wireless Amphitheatre (September 2, 2003)",35.327362,-80.7106699,0.438232,2003-09-02,None,Verizon Wireless Amphitheatre
79,"Tallahassee, FL, US","John Mayer with North Mississippi Allstars at Tallahassee-Leon County Civic Center (November 18, 2003)",30.43767,-84.287524,0.438232,2003-11-18,None,Tallahassee-Leon County Civic Center
80,"New York, NY, US","Michael J. Fox, Joan Jett, John Mayer, and Richie Sambora at Waldorf Astoria Hotel (November 23, 2003)",40.7565712,-73.9736421,0.429541,2003-11-23,None,Waldorf Astoria Hotel
81,"Universal City, CA, US","John Mayer at Gibson Amphitheatre, Universal Studios Hollywood (February 21, 2004)",34.1380075,-118.3532429,0.437758,2004-02-21,None,"Gibson Amphitheatre, Universal Studios Hollywood"
82,"Detroit Lakes, MN, US","10,000 Lakes Festival 2004",46.774344,-95.8681129,0.818338,2004-07-01,None,Soo Pass Ranch
83,"Ridgefield, WA, US","John Mayer with Maroon 5 and DJ Logic at Sunlight Supply Amphitheater (July 10, 2004)",45.746432,-122.666113,0.818338,2004-07-10,None,Sunlight Supply Amphitheater
84,"Mountain View, CA, US","John Mayer and Maroon 5 at Shoreline Amphitheatre (July 16, 2004)",37.4233243,-122.0780286,0.728729,2004-07-16,None,Shoreline Amphitheatre
85,"Irvine, CA, US","John Mayer with Maroon 5 at Irvine Meadows Amphitheatre (July 17, 2004)",33.6370977,-117.7491055,0.729311,2004-07-17,None,Irvine Meadows Amphitheatre
86,"Albuquerque, NM, US","John Mayer with Maroon 5 at Hard Rock Pavilion (July 21, 2004)",34.9379864,-106.6623463,0.728729,2004-07-21,None,Hard Rock Pavilion
87,"Cuyahoga Falls, OH, US","John Mayer at Blossom Music Center (August 3, 2004)",41.1913469,-81.5607834,0.438232,2004-08-03,None,Blossom Music Center
88,"Clarkston, MI, US","John Mayer with Maroon 5 at DTE Energy Music Theatre (August 6, 2004)",42.7510124,-83.380305,0.728729,2004-08-06,None,DTE Energy Music Theatre
89,"Camden, NJ, US","John Mayer at BB&T Pavilion (August 14, 2004)",40.0177386,-75.0004321,0.436044,2004-08-14,None,BB&T Pavilion
90,"Virginia Beach, VA, US","John Mayer at Veterans United Home Loans Amphitheater (August 22, 2004)",36.7686679,-76.1019623,0.426986,2004-08-22,18:00:00,Veterans United Home Loans Amphitheater
91,"Atlanta, GA, US","John Mayer with Maroon 5 at Cellairis Amphitheatre at Lakewood (August 29, 2004)",33.7042695,-84.396095,0.806007,2004-08-29,None,Cellairis Amphitheatre at Lakewood
92,"New York, NY, US","Buddy Guy with Little Milton, Warren Haynes, and John Mayer at David Geffen Hall, Lincoln Center (January 28, 2005)",40.7722992,-73.9829541,0.407423,2005-01-28,None,"David Geffen Hall, Lincoln Center"
93,"East Troy, WI, US","John Mayer with Maroon 5 at Alpine Valley Music Theatre (July 16, 2005)",42.8098138,-88.4258219,0.728729,2005-07-16,None,Alpine Valley Music Theatre
94,"San Francisco, CA, US","John Mayer at The Fillmore (September 6, 2005)",37.7842566,-122.4332961,0.438232,2005-09-06,None,The Fillmore
95,"San Francisco, CA, US","John Mayer at The Fillmore (September 7, 2005)",37.7842566,-122.4332961,0.438232,2005-09-07,None,The Fillmore
96,"Las Vegas, NV, US","Crossfade, Seether, and John Mayer with Dark New Day at House of Blues (September 9, 2005)",36.0922144,-115.1730276,0.438232,2005-09-09,None,House of Blues
97,"Las Vegas, NV, US","John Mayer at House of Blues (September 11, 2005)",36.0922144,-115.1730276,0.438232,2005-09-11,None,House of Blues
98,"Anaheim, CA, US","John Mayer at House of Blues - Old Location (September 13, 2005)",33.8095381,-117.9229779,0.401672,2005-09-13,None,House of Blues - Old Location
99,"Anaheim, CA, US","Chevelle and John Mayer at House of Blues - Old Location (September 14, 2005)",33.8095381,-117.9229779,0.401672,2005-09-14,None,House of Blues - Old Location
100,"Anaheim, CA, US","Blues Traveler and John Mayer at House of Blues - Old Location (September 15, 2005)",33.8095381,-117.9229779,0.401672,2005-09-15,None,House of Blues - Old Location
101,"Denver, CO, US","John Mayer at The Fillmore Auditorium (September 17, 2005)",39.7403904,-104.977259,0.438232,2005-09-17,None,The Fillmore Auditorium
102,"Kansas City, MO, US","John Mayer at Uptown Theater (September 19, 2005)",39.0611494,-94.5905256,0.438232,2005-09-19,None,Uptown Theater
103,"Chicago, IL, US","John Mayer at House of Blues (September 21, 2005)",41.8882037,-87.6292039,0.401867,2005-09-21,None,House of Blues
104,"Chicago, IL, US","John Mayer at House of Blues (September 22, 2005)",41.8882037,-87.6292039,0.401867,2005-09-22,None,House of Blues
105,"Milwaukee, WI, US","John Mayer at The Rave/Eagles Club (September 24, 2005)",43.0381725,-87.9432826,0.438232,2005-09-24,None,The Rave/Eagles Club
106,"Nashville, TN, US","John Mayer at Ryman Auditorium (September 26, 2005)",36.1611688,-86.7786881,0.438232,2005-09-26,None,Ryman Auditorium
107,"New Orleans, LA, US","John Mayer at House of Blues (September 27, 2005)",29.9531604,-90.0661661,0.438232,2005-09-27,None,House of Blues
108,"Atlanta, GA, US","John Mayer at The Tabernacle (September 28, 2005)",33.7586987,-84.3914615,0.42297,2005-09-28,None,The Tabernacle
109,"Lake Buena Vista, FL, US","John Mayer at House of Blues (September 30, 2005)",28.3709021,-81.521728,0.438232,2005-09-30,None,House of Blues
110,"North Myrtle Beach, SC, US","John Mayer at House of Blues (October 1, 2005)",33.7988865,-78.7386383,0.438232,2005-10-01,None,House of Blues
111,"Washington, DC, US","The Rolling Stones and John Mayer with John Mayer Trio at Verizon Center (October 3, 2005)",38.8975641,-77.0210577,0.516222,2005-10-03,None,Verizon Center
112,"Cleveland, OH, US","John Mayer at House of Blues (October 4, 2005)",41.4998193,-81.6908598,0.438232,2005-10-04,None,House of Blues
113,"New York, NY, US","John Mayer at Beacon Theatre (October 6, 2005)",40.7760381,-73.9820377,0.438232,2005-10-06,None,Beacon Theatre
114,"Philadelphia, PA, US","The Rolling Stones and John Mayer at Wachovia Spectrum Center (October 10, 2005)",39.9045537,-75.1736495,0.516222,2005-10-10,None,Wachovia Spectrum Center
115,"Boston, MA, US","John Mayer at House of Blues (October 11, 2005)",42.3471727,-71.0957007,0.438232,2005-10-11,None,House of Blues
116,"Philadelphia, PA, US","The Rolling Stones and John Mayer at Wachovia Spectrum Center (October 12, 2005)",39.9045537,-75.1736495,0.516222,2005-10-12,None,Wachovia Spectrum Center
117,"Burgettstown, PA, US","John Mayer at Keybank Pavilion (August 24, 2006)",40.4197818,-80.4342124,0.417688,2006-08-24,None,Keybank Pavilion
118,"Saratoga Springs, NY, US","John Mayer at Saratoga Performing Arts Center (SPAC) (August 25, 2006)",43.0553703,-73.8055707,0.409792,2006-08-25,None,Saratoga Performing Arts Center (SPAC)
119,"Hartford, CT, US","John Mayer at Xfinity Theatre (August 26, 2006)",41.7801718,-72.6693191,0.438232,2006-08-26,None,Xfinity Theatre
120,"Mansfield, MA, US","John Mayer at Xfinity Center (August 29, 2006)",41.9944318,-71.2106493,0.438232,2006-08-29,None,Xfinity Center
121,"Wantagh, NY, US","John Mayer at Northwell Health at Jones Beach Theater (August 30, 2006)",40.6011406,-73.502518,0.409464,2006-08-30,None,Northwell Health at Jones Beach Theater
122,"Darien Center, NY, US","John Mayer at Darien Lake Performing Arts Center (September 1, 2006)",42.9131989,-78.3894454,0.438232,2006-09-01,None,Darien Lake Performing Arts Center
123,"Camden, NJ, US","John Mayer with Sheryl Crow and Mat Kearney at BB&T Pavilion (September 2, 2006)",40.0177386,-75.0004321,0.403985,2006-09-02,None,BB&T Pavilion
124,"Bristow, VA, US","John Mayer at Jiffy Lube Live (September 3, 2006)",38.786011,-77.587845,0.438232,2006-09-03,None,Jiffy Lube Live
125,"Cincinnati, OH, US","John Mayer at Riverbend Music Center (September 5, 2006)",39.052082,-84.416862,0.438232,2006-09-05,None,Riverbend Music Center
126,"Clarkston, MI, US","John Mayer at DTE Energy Music Theatre (September 6, 2006)",42.7510124,-83.380305,0.438232,2006-09-06,None,DTE Energy Music Theatre
127,"Noblesville, IN, US","John Mayer at Verizon Wireless Music Center (September 8, 2006)",40.0049812,-85.9309888,0.438232,2006-09-08,None,Verizon Wireless Music Center
128,"Tinley Park, IL, US","John Mayer and Sheryl Crow at Hollywood Casino Amphitheatre (September 9, 2006)",41.5426102,-87.7711529,0.431154,2006-09-09,None,Hollywood Casino Amphitheatre
129,"Maryland Heights, MO, US","John Mayer at Verizon Wireless (September 10, 2006)",38.7456419,-90.469956,0.438232,2006-09-10,None,Verizon Wireless
130,"New York, NY, US","John Mayer at Webster Hall (September 13, 2006)",40.7315472,-73.9891987,0.438232,2006-09-13,None,Webster Hall
131,"Austin, TX, US",Austin City Limits Music Festival 2006,30.267153,-97.7430608,0.61297,2006-09-15,None,Unknown venue
132,"Morrison, CO, US","John Mayer at Red Rocks Amphitheatre (September 18, 2006)",39.6800052,-105.1972399,0.438232,2006-09-18,None,Red Rocks Amphitheatre
133,"Morrison, CO, US","John Mayer at Red Rocks Amphitheatre (September 19, 2006)",39.6800052,-105.1972399,0.438232,2006-09-19,None,Red Rocks Amphitheatre
134,"Auburn, WA, US","John Mayer at White River Amphitheatre (September 23, 2006)",47.2374581,-122.1120309,0.428151,2006-09-23,None,White River Amphitheatre
135,"Ridgefield, WA, US","John Mayer at Sunlight Supply Amphitheater (September 24, 2006)",45.746432,-122.666113,0.428744,2006-09-24,None,Sunlight Supply Amphitheater
136,"Irvine, CA, US","John Mayer at Irvine Meadows Amphitheatre (September 27, 2006)",33.6370977,-117.7491055,0.438214,2006-09-27,None,Irvine Meadows Amphitheatre
137,"Concord, CA, US","John Mayer at Concord Pavilion (September 29, 2006)",37.960355,-121.939656,0.426527,2006-09-29,None,Concord Pavilion
138,"Wheatland, CA, US","John Mayer at Toyota Amphitheatre (September 30, 2006)",39.0311867,-121.5153124,0.428151,2006-09-30,None,Toyota Amphitheatre
139,"Mountain View, CA, US","John Mayer and Sheryl Crow with Marjorie Fair at Shoreline Amphitheatre (October 1, 2006)",37.4233243,-122.0780286,0.438232,2006-10-01,None,Shoreline Amphitheatre
140,"Glendale, AZ, US","John Mayer at Gila River Arena (October 4, 2006)",33.5314673,-112.2609115,0.438232,2006-10-04,None,Gila River Arena
141,"Glendale, AZ, US","Tom Petty And The Heartbreakers with Stevie Nicks and John Mayer at Glendale Arena (October 4, 2006)",33.5386523,-112.1859866,0.438232,2006-10-04,None,Glendale Arena
142,"The Woodlands, TX, US","John Mayer at Cynthia Woods Mitchell Pavilion (October 6, 2006)",30.161593,-95.464029,0.438232,2006-10-06,None,Cynthia Woods Mitchell Pavilion
143,"Antioch, TN, US","John Mayer at Starwood Amphitheatre (October 8, 2006)",36.038569,-86.60704,0.438232,2006-10-08,None,Starwood Amphitheatre
144,"Birmingham, AL, US","Sheryl Crow and John Mayer at Verizon Wireless Music Center (October 9, 2006)",33.3313204,-86.7845336,0.405517,2006-10-09,None,Verizon Wireless Music Center
145,"West Palm Beach, FL, US","John Mayer at Coral Sky Amphitheatre at the South Florida Fairgrounds (October 11, 2006)",26.685477,-80.186736,0.409381,2006-10-11,None,Coral Sky Amphitheatre at the South Florida Fairgrounds
146,"Tampa, FL, US","John Mayer at Midflorida Credit Union Amphitheatre (October 12, 2006)",27.9896043,-82.3588746,0.438232,2006-10-12,None,Midflorida Credit Union Amphitheatre
147,"Atlanta, GA, US","John Mayer at State Bank Amphitheatre at Chastain Park (October 13, 2006)",33.8766169,-84.3960225,0.4026,2006-10-13,None,State Bank Amphitheatre at Chastain Park
148,"Atlanta, GA, US","John Mayer at State Bank Amphitheatre at Chastain Park (October 14, 2006)",33.8766169,-84.3960225,0.4026,2006-10-14,None,State Bank Amphitheatre at Chastain Park
149,"West Hollywood, CA, US","John Mayer at Key Club (December 10, 2006)",34.0909059,-118.388914,0.438232,2006-12-10,None,Key Club
150,"Jacksonville, FL, US","John Mayer at Jacksonville Veterans Memorial Arena (January 25, 2007)",30.325811,-81.645058,0.438232,2007-01-25,None,Jacksonville Veterans Memorial Arena
151,"Coral Gables, FL, US","John Mayer at BankUnited Center (January 26, 2007)",25.7150805,-80.2791777,0.438232,2007-01-26,None,BankUnited Center
152,"Pensacola, FL, US","John Mayer at Pensacola Civic Center (January 29, 2007)",30.41738,-87.2081989,0.438232,2007-01-29,None,Pensacola Civic Center
153,"Baton Rouge, LA, US","John Mayer at Arena, Baton Rouge River Center (January 30, 2007)",30.4448195,-91.1897936,0.438232,2007-01-30,None,"Arena, Baton Rouge River Center"
154,"Fayetteville, AR, US","John Mayer at Barnhill Arena, University of Arkansas (February 1, 2007)",36.0664158,-94.1773879,0.438232,2007-02-01,None,"Barnhill Arena, University of Arkansas"
155,"Memphis, TN, US","John Mayer at FedEx Forum (February 2, 2007)",35.1395093,-90.0517042,0.438232,2007-02-02,None,FedEx Forum
156,"Oklahoma City, OK, US","John Mayer at Cox Convention Center (February 3, 2007)",35.465252,-97.517928,0.438232,2007-02-03,None,Cox Convention Center
157,"Huntsville, AL, US","John Mayer and Soulive at Von Braun Center Arena (February 5, 2007)",34.726557,-86.589925,0.438232,2007-02-05,None,Von Braun Center Arena
158,"Knoxville, TN, US","John Mayer at Knoxville Civic Center (February 6, 2007)",35.965098,-83.911544,0.438232,2007-02-06,None,Knoxville Civic Center
159,"Roanoke, VA, US","John Mayer and Soulive at RKECivic Center (February 7, 2007)",37.2789719,-79.9359444,0.438232,2007-02-07,None,RKECivic Center
160,"Columbia, SC, US","John Mayer with Soulive at Colonial Life Arena (February 8, 2007)",33.9948244,-81.0370352,0.438232,2007-02-08,None,Colonial Life Arena
161,"St. Paul, MN, US","John Mayer at Xcel Energy Center (February 13, 2007)",44.9434383,-93.1001467,0.438232,2007-02-13,None,Xcel Energy Center
162,"Madison, WI, US","John Mayer at Coliseum at Alliant Energy Center (February 14, 2007)",43.044406,-89.380764,0.429331,2007-02-14,None,Coliseum at Alliant Energy Center
163,"Murray, KY, US","John Mayer at Regional Special Events Center (February 16, 2007)",36.6103334,-88.314761,0.405517,2007-02-16,None,Regional Special Events Center
164,"Bloomington, IL, US","John Mayer at US Cellular Coliseum (February 17, 2007)",40.4786666,-88.9954997,0.438232,2007-02-17,None,US Cellular Coliseum
165,"Omaha, NE, US","John Mayer at CenturyLink Center & Arena (February 18, 2007)",41.2637186,-95.9292658,0.438232,2007-02-18,None,CenturyLink Center & Arena
166,"Dekalb, IL, US","John Mayer with Mat Kearney at Convocation Center, Northern Illinois University (February 20, 2007)",41.93115,-88.7829668,0.403985,2007-02-20,None,"Convocation Center, Northern Illinois University"
167,"Columbus, OH, US","John Mayer at Nationwide Arena (February 23, 2007)",39.9694,-83.006356,0.438232,2007-02-23,None,Nationwide Arena
